贴吧名称,贴吧地址,回复条数,帖子地址,帖子主题,帖子作者,作者id,作者首页地址,帖子创建时间,贴子内容,帖子最近回复人,帖子最近回复人首页地址,帖子最后回复时间
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,0,https://tieba.baidu.com/p/7101842390,环球国际怎么注册账号？{tlgskf009},贴吧用户_7bD2MGP,2816006317,https://tieba.baidu.com/home/main/?un=%E7%94%B518488321463&ie=utf-8&id=tb.1.73b8a182._QTGwfuUer9-51RBBdh28A&fr=frs,2020-11-20 20:13,nan,贴吧用户_7bD2MGP,https://tieba.baidu.com/home/main/?un=%E7%94%B518488321463&ie=utf-8&id=tb.1.73b8a182._QTGwfuUer9-51RBBdh28A&fr=frs,2020-11-20 20:13
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,0,https://tieba.baidu.com/p/7101826319,靠谱不,威吼咪▫,4563899310,https://tieba.baidu.com/home/main/?un=%E5%AD%91%E5%B0%8F%E7%AC%91%E5%B7%9D&ie=utf-8&id=tb.1.7dc4093f.pdaDXaDdTv1YQENWiEB-bA&fr=frs,2020-11-20 20:04,nan,威吼咪▫,https://tieba.baidu.com/home/main/?un=%E5%AD%91%E5%B0%8F%E7%AC%91%E5%B7%9D&ie=utf-8&id=tb.1.7dc4093f.pdaDXaDdTv1YQENWiEB-bA&fr=frs,2020-11-20 20:04
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,32,https://tieba.baidu.com/p/7096683393,尼康D610配的适马501.4,凉凉x♋,3923790691,https://tieba.baidu.com/home/main/?un=%E5%87%89%E5%87%89Jsir&ie=utf-8&id=tb.1.762ef1cf.7QWZU7S0co38_ociJb_o6w&fr=frs,11-18,nan,-Zn,https://tieba.baidu.com/home/main/?un=%E5%8D%83%E9%B8%9F%E8%83%A1&ie=utf-8&id=tb.1.c12bfb63.sFcIZk1LTQZgrrxmdh7dtQ&fr=frs,2020-11-20 20:03
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,5,https://tieba.baidu.com/p/7099992298,刚练习单反半个月，求大佬点评，尼康D7100+50-1.8D,千王虚设,187817762,https://tieba.baidu.com/home/main/?un=%E5%8D%83%E7%8E%8B%E8%99%9A%E8%AE%BE&ie=utf-8&id=tb.1.27a2ac1c.FF6Gdx0Tbp5rbwINCqtbXg&fr=frs,11-19,nan,千王虚设,https://tieba.baidu.com/home/main/?un=%E5%8D%83%E7%8E%8B%E8%99%9A%E8%AE%BE&ie=utf-8&id=tb.1.27a2ac1c.FF6Gdx0Tbp5rbwINCqtbXg&fr=frs,2020-11-20 20:01
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,56,https://tieba.baidu.com/p/7094181754,18年买了个a6300+18-138偶尔拍一下,稻子💨,828412800,https://tieba.baidu.com/home/main/?un=%E7%BA%AFl%E5%B9%BC%E7%A8%9A&ie=utf-8&id=tb.1.327d8150.hXYRlPPNz72IUwWHPe8GQw&fr=frs,11-17,nan,千反田--,https://tieba.baidu.com/home/main/?un=%E8%AE%B0%E5%BD%95%E5%BE%80%E6%9D%A5&ie=utf-8&id=tb.1.9304bdb.GVtWZYLtflLGF6c8Vqu18g&fr=frs,2020-11-20 19:48
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,38,https://tieba.baidu.com/p/7065371893,广州天气真让人难顶出镜：挽希设备:Nikon Z6,叶千寒◆han,817868369,https://tieba.baidu.com/home/main/?un=time%E5%BB%BA%E9%94%AE&ie=utf-8&id=tb.1.99a57f64.N3doJ7dIxXjEShIi2R94nQ&fr=frs,11-4,nan,opphhh,https://tieba.baidu.com/home/main/?un=opphhh&ie=utf-8&id=tb.1.c2d4a4a6.WBJiDuURW1w9ZA45684r0w&fr=frs,2020-11-20 19:41
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,14,https://tieba.baidu.com/p/7097711080,第二次出门拍照。感觉比第一天强了。,是你呀º,809531305,https://tieba.baidu.com/home/main/?un=%E8%8A%B1%E5%BC%80%E8%8A%B1%E8%90%BD%E8%8A%B1%E4%B8%8D%E7%9C%A0&ie=utf-8&id=tb.1.ee98131f.QzxRpG79c828u7zCDjvpNA&fr=frs,11-18,nan,opphhh,https://tieba.baidu.com/home/main/?un=opphhh&ie=utf-8&id=tb.1.c2d4a4a6.WBJiDuURW1w9ZA45684r0w&fr=frs,2020-11-20 19:40
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,0,https://tieba.baidu.com/p/7101775911,拍着玩的,贴吧用户_7W7bQ1V,2754184565,https://tieba.baidu.com/home/main/?un=&ie=utf-8&id=tb.1.b1167575.jgjccH5HfX9T1h0YETToAg&fr=frs,2020-11-20 19:36,nan,贴吧用户_7W7bQ1V,https://tieba.baidu.com/home/main/?un=&ie=utf-8&id=tb.1.b1167575.jgjccH5HfX9T1h0YETToAg&fr=frs,2020-11-20 19:36
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,60,https://tieba.baidu.com/p/7098889477,新手入门拍成这样能去接单了吗,倾城日光墨初,915027672,https://tieba.baidu.com/home/main/?un=%E5%80%BE%E5%9F%8E%E6%97%A5%E5%85%89%E5%A2%A8%E5%88%9D&ie=utf-8&id=tb.1.84a5907c.iew0MOgAKP_8gThwZampPg&fr=frs,11-19,nan,千反田--,https://tieba.baidu.com/home/main/?un=%E8%AE%B0%E5%BD%95%E5%BE%80%E6%9D%A5&ie=utf-8&id=tb.1.9304bdb.GVtWZYLtflLGF6c8Vqu18g&fr=frs,2020-11-20 19:35
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,6,https://tieba.baidu.com/p/7073605523,秋景小记,sunny灵儿001,1596234640,https://tieba.baidu.com/home/main/?un=sunny%E7%81%B5%E5%84%BF001&ie=utf-8&id=tb.1.28b9df5d.d1JA_QX9K3RPFNO1FN2FPA&fr=frs,11-7,nan,sunny灵儿001,https://tieba.baidu.com/home/main/?un=sunny%E7%81%B5%E5%84%BF001&ie=utf-8&id=tb.1.28b9df5d.d1JA_QX9K3RPFNO1FN2FPA&fr=frs,2020-11-20 19:34
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,28,https://tieba.baidu.com/p/7065340140,想参加学校摄影比赛，兄弟们能不能帮忙挑一张比较能看的，谢谢。,柯萌可萌🐨🐨🐨,2859815196,https://tieba.baidu.com/home/main/?un=%E6%98%AF%E5%A4%9A%E5%A4%A7%E7%9A%84%E9%9A%8F%E6%97%B6&ie=utf-8&id=tb.1.ddde1548.BJDibFs7-WgOKtKPuUX4Qw&fr=frs,11-4,nan,96586👻,https://tieba.baidu.com/home/main/?un=abc13765103918&ie=utf-8&id=tb.1.3fadf4ea.KmnFdtZdCk4bjvBXCvAJxw&fr=frs,2020-11-20 19:17
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,9,https://tieba.baidu.com/p/7098202903,灯架的新用法,贴吧用户_QDKG3Ze,2073227767,https://tieba.baidu.com/home/main/?un=&ie=utf-8&id=tb.1.17c0179c.1ySV2oMG9PgIQ05QRuWwcg&fr=frs,11-19,nan,下次壹定💦,https://tieba.baidu.com/home/main/?un=%E7%BB%B4%E4%BB%96%E9%A3%8E%E6%B2%B9%E7%B2%BE&ie=utf-8&id=tb.1.c9cfdb02.PeZVgFi0gblbeqljVxQiOg&fr=frs,2020-11-20 19:04
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,154,https://tieba.baidu.com/p/7094311961,纯小白，大佬指点下,Teng😇,281233163,https://tieba.baidu.com/home/main/?un=qq804862807&ie=utf-8&id=tb.1.f43646f8.VR-p6ykS2TPXMWuxkkvrsw&fr=frs,11-17,nan,苏苏🍒🐭,https://tieba.baidu.com/home/main/?un=%E8%8B%8F%E9%AB%98%E5%B3%B015&ie=utf-8&id=tb.1.4e89d913.Cts0o1N30FE4Wzx8fMCzyw&fr=frs,2020-11-20 18:34
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,0,https://tieba.baidu.com/p/7101649394,老师们，婚纱摄影给的1兆多点jpg底片是不是压缩的有点严重呀,小奶猫找主人😍,1082625354,https://tieba.baidu.com/home/main/?un=%E5%A0%A4%E9%92%93%E6%B6%9B&ie=utf-8&id=tb.1.a0a84535.XJFJzwLLbRalYP2QqwBcZg&fr=frs,2020-11-20 18:28,nan,小奶猫找主人😍,https://tieba.baidu.com/home/main/?un=%E5%A0%A4%E9%92%93%E6%B6%9B&ie=utf-8&id=tb.1.a0a84535.XJFJzwLLbRalYP2QqwBcZg&fr=frs,2020-11-20 18:28
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,0,https://tieba.baidu.com/p/7100554452,有兴趣？PS修图P图，视频剪辑，电商美工，AE后期，AI ，摄影后期,904394049,121457760,https://tieba.baidu.com/home/main/?un=904394049&ie=utf-8&id=tb.1.6c008194.k61BR6YMBz-binSxVboZWg&fr=frs,2020-11-20 09:54,nan,904394049,https://tieba.baidu.com/home/main/?un=904394049&ie=utf-8&id=tb.1.6c008194.k61BR6YMBz-binSxVboZWg&fr=frs,2020-11-20 09:54
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,0,https://tieba.baidu.com/p/7101635719,想買一個二手的攝影機但不是很懂…想這樣的可以麽？問一下吧中大,贴吧用户_QbAW7M4,1720257225,https://tieba.baidu.com/home/main/?un=&ie=utf-8&id=tb.1.a58496a3.7J6yi0dB-yBtkid6y3JjkA&fr=frs,2020-11-20 18:21,nan,贴吧用户_QbAW7M4,https://tieba.baidu.com/home/main/?un=&ie=utf-8&id=tb.1.a58496a3.7J6yi0dB-yBtkid6y3JjkA&fr=frs,2020-11-20 18:21
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,23,https://tieba.baidu.com/p/7092496684,"玩摄影很久了,总感觉拍的越来越不好总是拍不到一张非常满意的照片",东风无能-▫,1097148380,https://tieba.baidu.com/home/main/?un=&ie=utf-8&id=tb.1.14710c77.H5BQ-5m8ycR6sqWqUIq-iQ&fr=frs,11-16,nan,东风无能-▫,https://tieba.baidu.com/home/main/?un=&ie=utf-8&id=tb.1.14710c77.H5BQ-5m8ycR6sqWqUIq-iQ&fr=frs,2020-11-20 18:17
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,0,https://tieba.baidu.com/p/7099958521,产品免费拍摄,阿豆爱摄影☜,3890131203,https://tieba.baidu.com/home/main/?un=%E5%A4%A7%E5%A4%A7%E5%80%9F%E5%80%9F&ie=utf-8&id=tb.1.41b7876d.5uwTo_cyTb_kXc93sw3Sfw&fr=frs,11-19,nan,阿豆爱摄影☜,https://tieba.baidu.com/home/main/?un=%E5%A4%A7%E5%A4%A7%E5%80%9F%E5%80%9F&ie=utf-8&id=tb.1.41b7876d.5uwTo_cyTb_kXc93sw3Sfw&fr=frs,11-19
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,8,https://tieba.baidu.com/p/7100920701,第二次拍，请问下有什么需要改进的地方呢，谢谢各位daolao,铃之雫Ω,954635920,https://tieba.baidu.com/home/main/?un=%E9%9D%9E%E7%8F%BE%E5%85%85&ie=utf-8&id=tb.1.49c58140.ZA0yxhURPonNCaZgXqqtsw&fr=frs,2020-11-20 12:54,nan,铃之雫Ω,https://tieba.baidu.com/home/main/?un=%E9%9D%9E%E7%8F%BE%E5%85%85&ie=utf-8&id=tb.1.49c58140.ZA0yxhURPonNCaZgXqqtsw&fr=frs,2020-11-20 18:01
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,1,https://tieba.baidu.com/p/7101593123,我发表了一篇视频贴，大伙来看看吧~,戒不掉的习惯99,736011999,https://tieba.baidu.com/home/main/?un=%E6%88%92%E4%B8%8D%E6%8E%89%E7%9A%84%E4%B9%A0%E6%83%AF99&ie=utf-8&id=tb.1.23d7896d.9K8-LzIzJByqGzRZoUpCrw&fr=frs,2020-11-20 18:00,nan,戒不掉的习惯99,https://tieba.baidu.com/home/main/?un=%E6%88%92%E4%B8%8D%E6%8E%89%E7%9A%84%E4%B9%A0%E6%83%AF99&ie=utf-8&id=tb.1.23d7896d.9K8-LzIzJByqGzRZoUpCrw&fr=frs,2020-11-20 18:01
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,0,https://tieba.baidu.com/p/7101586540,大佬们小弟想购入人生中第一台相机,花都柭德鸟🌌,1925923155,https://tieba.baidu.com/home/main/?un=%E6%97%8B%E9%A3%8E%E7%8C%AA%E7%9A%AE%E5%B0%8F%E6%AC%A1%E6%9C%97&ie=utf-8&id=tb.1.d64c38be.Rex55I1SD3C3v5IIwHK7ng&fr=frs,2020-11-20 17:57,nan,花都柭德鸟🌌,https://tieba.baidu.com/home/main/?un=%E6%97%8B%E9%A3%8E%E7%8C%AA%E7%9A%AE%E5%B0%8F%E6%AC%A1%E6%9C%97&ie=utf-8&id=tb.1.d64c38be.Rex55I1SD3C3v5IIwHK7ng&fr=frs,2020-11-20 17:57
摄影吧,https://tieba.baidu.com/f?ie=utf-8&kw=%E6%91%84%E5%BD%B1%E5%90%A7,0,https://tieba.baidu.com/p/7100377444,我们总是在寻找美，殊不知美丽就在我们身边。——2020.11,是文轩阿,4989732671,https://tieba.baidu.com/home/main/?un=%E6%98%AF%E6%96%87%E8%BD%A9%E9%98%BF&ie=utf-8&id=tb.1.cac11948.xGTSKHuAlEYziGeSGkh6lw&fr=frs,2020-11-20 07:55,nan,是文轩阿,https://tieba.baidu.com/home/main/?un=%E6%98%AF%E6%96%87%E8%BD%A9%E9%98%BF&ie=utf-8&id=tb.1.cac11948.xGTSKHuAlEYziGeSGkh6lw&fr=frs,2020-11-20 07:55
